dob,season,sex,dod,mom_dob,age_at_delivery,age_at_death,treatment
1995-12-20T00:00:00Z,1996,m,1997-01-08T00:00:00Z,1991-12-04T00:00:00Z,4.046575342,1.054794521,control
1991-12-20T00:00:00Z,1992,m,1997-01-17T00:00:00Z,1986-01-27T00:00:00Z,5.898630137,5.082191781,control
1996-12-05T00:00:00Z,1997,m,1997-01-08T00:00:00Z,1989-01-12T00:00:00Z,7.901369863,0.093150685,control
1996-02-24T00:00:00Z,1996,f,1997-03-31T00:00:00Z,1983-03-17T00:00:00Z,12.95068493,1.098630137,control
1997-01-08T00:00:00Z,1997,m,1997-03-03T00:00:00Z,1990-01-24T00:00:00Z,6.961643836,0.147945205,control
1996-02-15T00:00:00Z,1996,f,1997-04-24T00:00:00Z,1986-04-15T00:00:00Z,9.843835616,1.189041096,control
1995-12-30T00:00:00Z,1996,f,1997-03-14T00:00:00Z,1989-01-23T00:00:00Z,6.936986301,1.205479452,control
1996-02-28T00:00:00Z,1996,m,1997-06-02T00:00:00Z,1980-05-12T00:00:00Z,15.80821918,1.260273973,control
1996-12-26T00:00:00Z,1997,m,1997-03-31T00:00:00Z,1992-01-25T00:00:00Z,4.923287671,0.260273973,control
1996-02-13T00:00:00Z,1996,m,1997-06-22T00:00:00Z,1990-01-28T00:00:00Z,6.046575342,1.356164384,control
1986-02-03T00:00:00Z,1986,m,1997-06-27T00:00:00Z,1981-02-18T00:00:00Z,4.961643836,11.40273973,control
1995-02-06T00:00:00Z,1995,m,1997-07-21T00:00:00Z,1982-02-22T00:00:00Z,12.96438356,2.454794521,control
1993-12-25T00:00:00Z,1994,m,1997-07-23T00:00:00Z,1988-02-06T00:00:00Z,5.887671233,3.578082192,control
1989-01-21T00:00:00Z,1989,m,1997-09-04T00:00:00Z,1981-01-13T00:00:00Z,8.02739726,8.624657534,control
1991-01-07T00:00:00Z,1991,f,1997-10-09T00:00:00Z,1980-01-20T00:00:00Z,10.97260274,6.75890411,control
1997-03-18T00:00:00Z,1997,f,1998-01-01T00:00:00Z,1983-03-17T00:00:00Z,14.01369863,0.791780822,control
1997-03-18T00:00:00Z,1997,f,1998-01-01T00:00:00Z,1991-01-14T00:00:00Z,6.178082192,0.791780822,control
1997-01-27T00:00:00Z,1997,m,1998-01-01T00:00:00Z,1989-01-22T00:00:00Z,8.019178082,0.928767123,control
1997-01-19T00:00:00Z,1997,m,1998-01-01T00:00:00Z,1987-01-12T00:00:00Z,10.02739726,0.950684932,control
1997-01-12T00:00:00Z,1997,m,1998-01-01T00:00:00Z,1981-02-16T00:00:00Z,15.91506849,0.969863014,control
1993-01-26T00:00:00Z,1993,m,1998-01-23T00:00:00Z,1989-03-25T00:00:00Z,3.843835616,4.994520548,control
1992-01-12T00:00:00Z,1992,f,1998-01-09T00:00:00Z,1982-02-22T00:00:00Z,9.893150685,5.997260274,hurricane
1998-03-04T00:00:00Z,1998,u,1998-03-04T00:00:00Z,1980-03-16T00:00:00Z,17.97808219,0,hurricane
1997-11-23T00:00:00Z,1998,f,1997-11-26T00:00:00Z,1982-03-26T00:00:00Z,15.6739726,0.008219178,hurricane
1998-01-12T00:00:00Z,1998,m,1998-01-16T00:00:00Z,1994-01-17T00:00:00Z,3.989041096,0.010958904,hurricane
1998-01-06T00:00:00Z,1998,u,1998-01-11T00:00:00Z,1982-01-25T00:00:00Z,15.95890411,0.01369863,hurricane
1997-10-01T00:00:00Z,1998,u,1997-10-09T00:00:00Z,1991-01-07T00:00:00Z,6.736986301,0.021917808,hurricane
1997-12-02T00:00:00Z,1998,m,1997-12-10T00:00:00Z,1986-02-04T00:00:00Z,11.83287671,0.021917808,hurricane
1997-12-14T00:00:00Z,1998,u,1997-12-30T00:00:00Z,1986-01-29T00:00:00Z,11.88219178,0.043835616,hurricane
1997-12-27T00:00:00Z,1998,u,1998-01-15T00:00:00Z,1989-01-17T00:00:00Z,8.947945205,0.052054795,hurricane
1997-12-28T00:00:00Z,1998,m,1998-01-19T00:00:00Z,1993-02-10T00:00:00Z,4.882191781,0.060273973,hurricane
1997-12-14T00:00:00Z,1998,m,1998-01-11T00:00:00Z,1994-02-05T00:00:00Z,3.857534247,0.076712329,hurricane
1988-01-10T00:00:00Z,1988,f,1998-02-04T00:00:00Z,1980-01-23T00:00:00Z,7.969863014,10.07671233,hurricane
1997-01-29T00:00:00Z,1997,f,1998-03-24T00:00:00Z,1993-01-08T00:00:00Z,4.060273973,1.147945205,hurricane
1992-03-31T00:00:00Z,1992,m,1998-05-26T00:00:00Z,1986-01-29T00:00:00Z,6.17260274,6.156164384,hurricane
1992-12-19T00:00:00Z,1993,m,1998-02-17T00:00:00Z,1982-01-23T00:00:00Z,10.91232877,5.167123288,hurricane
1996-12-25T00:00:00Z,1997,m,1998-03-03T00:00:00Z,1986-01-29T00:00:00Z,10.91232877,1.18630137,hurricane
1998-01-18T00:00:00Z,1998,m,1998-03-27T00:00:00Z,1989-02-27T00:00:00Z,8.895890411,0.18630137,hurricane
1997-02-17T00:00:00Z,1997,f,1998-05-15T00:00:00Z,1994-01-15T00:00:00Z,3.093150685,1.238356164,hurricane
1994-01-01T00:00:00Z,1994,f,1998-03-30T00:00:00Z,1982-01-25T00:00:00Z,11.94246575,4.243835616,hurricane
1991-01-15T00:00:00Z,1991,m,1998-04-13T00:00:00Z,1985-02-05T00:00:00Z,5.945205479,7.246575342,hurricane
1998-01-08T00:00:00Z,1998,m,1998-04-21T00:00:00Z,1988-01-27T00:00:00Z,9.956164384,0.282191781,hurricane
1997-11-20T00:00:00Z,1998,m,1998-03-04T00:00:00Z,1986-02-17T00:00:00Z,11.76438356,0.284931507,hurricane
1988-02-14T00:00:00Z,1988,m,1998-06-23T00:00:00Z,1984-05-17T00:00:00Z,3.747945205,10.36164384,hurricane
1998-01-06T00:00:00Z,1998,m,1998-05-22T00:00:00Z,1991-04-02T00:00:00Z,6.769863014,0.37260274,hurricane
1997-12-24T00:00:00Z,1998,m,1998-05-22T00:00:00Z,1982-03-27T00:00:00Z,15.75616438,0.408219178,hurricane
1997-03-02T00:00:00Z,1997,f,1998-09-09T00:00:00Z,1987-01-14T00:00:00Z,10.1369863,1.523287671,hurricane
1992-01-05T00:00:00Z,1992,m,1998-08-10T00:00:00Z,1983-02-15T00:00:00Z,8.893150685,6.6,hurricane
1992-04-11T00:00:00Z,1992,m,1998-12-14T00:00:00Z,1984-05-17T00:00:00Z,7.906849315,6.679452055,hurricane
1995-02-03T00:00:00Z,1995,m,1998-10-09T00:00:00Z,1988-01-21T00:00:00Z,7.04109589,3.682191781,hurricane
1986-03-10T00:00:00Z,1986,m,1998-11-16T00:00:00Z,1982-03-22T00:00:00Z,3.969863014,12.69589041,hurricane
1989-01-23T00:00:00Z,1989,f,1998-10-26T00:00:00Z,1980-05-12T00:00:00Z,8.706849315,9.761643836,hurricane
1998-03-24T00:00:00Z,1998,m,1999-01-01T00:00:00Z,1987-01-14T00:00:00Z,11.19726027,0.775342466,hurricane
1996-12-09T00:00:00Z,1997,f,1998-10-09T00:00:00Z,1993-01-02T00:00:00Z,3.936986301,1.832876712,hurricane
1997-01-08T00:00:00Z,1997,f,1998-11-20T00:00:00Z,1980-02-04T00:00:00Z,16.93972603,1.865753425,hurricane
1998-02-13T00:00:00Z,1998,m,1999-01-01T00:00:00Z,1990-01-28T00:00:00Z,8.049315068,0.882191781,hurricane
1997-12-02T00:00:00Z,1998,f,1998-10-27T00:00:00Z,1980-05-12T00:00:00Z,17.56986301,0.901369863,hurricane
1998-02-04T00:00:00Z,1998,f,1999-01-01T00:00:00Z,1988-12-18T00:00:00Z,9.136986301,0.906849315,hurricane
1995-02-24T00:00:00Z,1995,f,1999-01-25T00:00:00Z,1988-01-30T00:00:00Z,7.073972603,3.920547945,hurricane
1998-01-28T00:00:00Z,1998,m,1999-01-01T00:00:00Z,1992-12-27T00:00:00Z,5.090410959,0.926027397,hurricane
1998-01-20T00:00:00Z,1998,f,1999-01-01T00:00:00Z,1989-01-09T00:00:00Z,9.035616438,0.947945205,hurricane
1995-01-21T00:00:00Z,1995,f,1999-01-04T00:00:00Z,1989-01-23T00:00:00Z,5.997260274,3.956164384,hurricane
1998-01-15T00:00:00Z,1998,f,1999-01-01T00:00:00Z,1982-02-04T00:00:00Z,15.95616438,0.961643836,hurricane
1998-01-07T00:00:00Z,1998,f,1999-01-01T00:00:00Z,1982-02-22T00:00:00Z,15.88493151,0.983561644,hurricane
1998-01-03T00:00:00Z,1998,m,1999-01-01T00:00:00Z,1994-01-31T00:00:00Z,3.926027397,0.994520548,hurricane
1998-11-18T00:00:00Z,1999,f,1998-11-18T00:00:00Z,1990-01-24T00:00:00Z,8.821917808,0,control
1999-01-04T00:00:00Z,1999,f,1999-01-04T00:00:00Z,1992-03-30T00:00:00Z,6.769863014,0,control
1999-02-04T00:00:00Z,1999,u,1999-02-05T00:00:00Z,1992-12-14T00:00:00Z,6.145205479,0.002739726,control
1999-01-29T00:00:00Z,1999,f,1999-02-02T00:00:00Z,1994-12-27T00:00:00Z,4.093150685,0.010958904,control
1998-12-10T00:00:00Z,1999,m,1998-12-17T00:00:00Z,1982-01-28T00:00:00Z,16.87671233,0.019178082,control
1998-11-23T00:00:00Z,1999,m,1998-12-01T00:00:00Z,1982-03-26T00:00:00Z,16.6739726,0.021917808,control
1999-01-19T00:00:00Z,1999,m,1999-01-27T00:00:00Z,1993-01-11T00:00:00Z,6.024657534,0.021917808,control
1987-01-12T00:00:00Z,1987,f,1999-01-25T00:00:00Z,1980-03-16T00:00:00Z,6.830136986,12.04383562,control
1998-12-17T00:00:00Z,1999,u,1999-01-04T00:00:00Z,1992-01-18T00:00:00Z,6.917808219,0.049315068,control
1997-12-12T00:00:00Z,1998,m,1999-01-01T00:00:00Z,1983-01-14T00:00:00Z,14.92054795,1.054794521,control
1997-12-10T00:00:00Z,1998,f,1999-01-01T00:00:00Z,1993-01-21T00:00:00Z,4.887671233,1.060273973,control
1997-12-07T00:00:00Z,1998,f,1999-01-01T00:00:00Z,1982-01-23T00:00:00Z,15.88219178,1.068493151,control
1998-11-12T00:00:00Z,1999,m,1998-12-15T00:00:00Z,1986-03-24T00:00:00Z,12.64657534,0.090410959,control
1997-11-25T00:00:00Z,1998,m,1999-01-01T00:00:00Z,1990-12-07T00:00:00Z,6.97260274,1.101369863,control
1999-01-06T00:00:00Z,1999,m,1999-02-19T00:00:00Z,1992-04-02T00:00:00Z,6.767123288,0.120547945,control
1997-11-16T00:00:00Z,1998,f,1999-01-01T00:00:00Z,1993-03-06T00:00:00Z,4.701369863,1.126027397,control
1998-03-11T00:00:00Z,1998,f,1999-05-06T00:00:00Z,1980-02-04T00:00:00Z,18.10958904,1.153424658,control
1998-11-30T00:00:00Z,1999,f,1999-02-11T00:00:00Z,1991-04-02T00:00:00Z,7.668493151,0.2,control
1999-01-02T00:00:00Z,1999,m,1999-03-16T00:00:00Z,1995-01-31T00:00:00Z,3.923287671,0.2,control
1998-11-29T00:00:00Z,1999,f,1999-03-12T00:00:00Z,1982-01-23T00:00:00Z,16.86027397,0.282191781,control
1991-04-01T00:00:00Z,1991,f,1999-08-02T00:00:00Z,1987-02-04T00:00:00Z,4.156164384,8.342465753,control
1993-01-29T00:00:00Z,1993,m,1999-06-04T00:00:00Z,1986-01-27T00:00:00Z,7.010958904,6.347945205,control
1997-01-15T00:00:00Z,1997,m,1999-05-27T00:00:00Z,1983-02-05T00:00:00Z,13.95342466,2.361643836,control
1992-01-06T00:00:00Z,1992,m,1999-06-02T00:00:00Z,1982-02-26T00:00:00Z,9.865753425,7.408219178,control
1995-12-27T00:00:00Z,1996,f,1999-06-02T00:00:00Z,1990-01-05T00:00:00Z,5.978082192,3.432876712,control
1987-02-06T00:00:00Z,1987,m,1999-07-21T00:00:00Z,1983-01-14T00:00:00Z,4.065753425,12.46027397,control
1991-01-08T00:00:00Z,1991,m,1999-07-01T00:00:00Z,1982-02-22T00:00:00Z,8.882191781,8.482191781,control
1997-11-22T00:00:00Z,1998,m,1999-05-18T00:00:00Z,1989-01-12T00:00:00Z,8.865753425,1.484931507,control
1998-11-22T00:00:00Z,1999,m,1999-06-30T00:00:00Z,1993-01-20T00:00:00Z,5.84109589,0.602739726,control
1995-01-30T00:00:00Z,1995,f,1999-09-17T00:00:00Z,1980-01-23T00:00:00Z,15.03013699,4.632876712,control
1987-03-13T00:00:00Z,1987,m,1999-11-22T00:00:00Z,1982-01-25T00:00:00Z,5.131506849,12.70410959,control
1992-11-21T00:00:00Z,1993,m,1999-08-17T00:00:00Z,1986-03-26T00:00:00Z,6.663013699,6.739726027,control
1997-12-26T00:00:00Z,1998,f,1999-12-01T00:00:00Z,1985-02-17T00:00:00Z,12.8630137,1.931506849,control
1998-12-23T00:00:00Z,1999,m,1999-12-06T00:00:00Z,1980-05-12T00:00:00Z,18.62739726,0.953424658,control
1998-01-28T00:00:00Z,1998,f,2000-01-13T00:00:00Z,1991-12-04T00:00:00Z,6.156164384,1.95890411,control
1999-11-11T00:00:00Z,2000,m,1999-11-11T00:00:00Z,1992-01-10T00:00:00Z,7.84109589,0,control
1999-11-27T00:00:00Z,2000,f,1999-12-06T00:00:00Z,1994-01-15T00:00:00Z,5.868493151,0.024657534,control
1995-12-04T00:00:00Z,1996,f,1999-12-13T00:00:00Z,1991-01-07T00:00:00Z,4.909589041,4.02739726,control
1998-12-03T00:00:00Z,1999,m,1999-12-13T00:00:00Z,1987-12-07T00:00:00Z,10.99726027,1.02739726,control
1999-01-03T00:00:00Z,1999,m,2000-01-15T00:00:00Z,1990-02-09T00:00:00Z,8.904109589,1.032876712,control
2000-01-11T00:00:00Z,2000,f,2000-01-26T00:00:00Z,1991-02-13T00:00:00Z,8.915068493,0.04109589,control
1997-02-27T00:00:00Z,1997,f,2000-03-15T00:00:00Z,1987-12-30T00:00:00Z,9.169863014,3.046575342,control
1998-12-15T00:00:00Z,1999,f,2000-01-15T00:00:00Z,1993-12-31T00:00:00Z,4.95890411,1.084931507,control
2000-01-22T00:00:00Z,2000,u,2000-02-28T00:00:00Z,1993-01-04T00:00:00Z,7.052054795,0.101369863,control
1998-11-29T00:00:00Z,1999,m,2000-01-11T00:00:00Z,1981-02-04T00:00:00Z,17.82739726,1.117808219,control
1997-01-31T00:00:00Z,1997,f,2000-03-22T00:00:00Z,1990-02-16T00:00:00Z,6.961643836,3.139726027,control
1992-12-14T00:00:00Z,1993,m,2000-02-07T00:00:00Z,1986-02-04T00:00:00Z,6.863013699,7.153424658,control
1999-02-25T00:00:00Z,1999,m,2000-04-28T00:00:00Z,1992-02-04T00:00:00Z,7.063013699,1.17260274,control
1999-12-21T00:00:00Z,2000,m,2000-02-22T00:00:00Z,1990-02-25T00:00:00Z,9.824657534,0.17260274,control
1998-01-13T00:00:00Z,1998,f,2000-03-17T00:00:00Z,1985-01-01T00:00:00Z,13.04109589,2.175342466,control
1998-01-09T00:00:00Z,1998,m,2000-03-15T00:00:00Z,1982-02-21T00:00:00Z,15.89315068,2.180821918,control
1999-02-01T00:00:00Z,1999,m,2000-04-24T00:00:00Z,1989-01-09T00:00:00Z,10.06849315,1.22739726,control
1997-12-24T00:00:00Z,1998,m,2000-03-20T00:00:00Z,1984-05-25T00:00:00Z,13.59178082,2.238356164,control
1997-12-04T00:00:00Z,1998,m,2000-03-29T00:00:00Z,1991-04-01T00:00:00Z,6.682191781,2.317808219,control
1997-11-24T00:00:00Z,1998,f,2000-03-22T00:00:00Z,1990-02-20T00:00:00Z,7.764383562,2.326027397,control
1999-03-15T00:00:00Z,1999,f,2000-07-31T00:00:00Z,1991-03-04T00:00:00Z,8.035616438,1.380821918,control
1998-12-08T00:00:00Z,1999,f,2000-05-01T00:00:00Z,1993-01-02T00:00:00Z,5.934246575,1.397260274,control
1994-03-08T00:00:00Z,1994,m,2000-08-03T00:00:00Z,1986-01-26T00:00:00Z,8.117808219,6.410958904,control
1992-12-25T00:00:00Z,1993,f,2000-05-23T00:00:00Z,1988-01-16T00:00:00Z,4.945205479,7.41369863,control
1999-12-20T00:00:00Z,2000,m,2000-05-23T00:00:00Z,1991-01-07T00:00:00Z,8.956164384,0.424657534,control
1999-01-22T00:00:00Z,1999,m,2000-08-01T00:00:00Z,1992-01-10T00:00:00Z,7.038356164,1.526027397,control
1994-01-25T00:00:00Z,1994,m,2000-08-11T00:00:00Z,1985-02-11T00:00:00Z,8.95890411,6.547945205,control
1999-12-06T00:00:00Z,2000,m,2000-07-03T00:00:00Z,1993-01-02T00:00:00Z,6.928767123,0.575342466,control
1999-12-26T00:00:00Z,2000,f,2000-08-07T00:00:00Z,1988-02-06T00:00:00Z,11.89315068,0.616438356,control
1999-11-11T00:00:00Z,2000,f,2000-07-11T00:00:00Z,1992-03-30T00:00:00Z,7.621917808,0.665753425,control
1992-12-10T00:00:00Z,1993,m,2000-08-21T00:00:00Z,1982-01-25T00:00:00Z,10.88219178,7.701369863,control
1996-01-08T00:00:00Z,1996,f,2000-10-11T00:00:00Z,1991-01-27T00:00:00Z,4.950684932,4.761643836,control
1986-01-26T00:00:00Z,1986,f,2000-12-08T00:00:00Z,1982-02-04T00:00:00Z,3.978082192,14.87671233,control
1994-04-25T00:00:00Z,1994,f,2001-03-19T00:00:00Z,1988-01-30T00:00:00Z,6.238356164,6.904109589,control
1989-01-24T00:00:00Z,1989,m,2001-01-12T00:00:00Z,1985-02-28T00:00:00Z,3.906849315,11.97534247,control
2000-11-29T00:00:00Z,2001,m,2000-11-30T00:00:00Z,1997-02-23T00:00:00Z,3.767123288,0.002739726,control
1997-01-01T00:00:00Z,1997,f,2001-01-06T00:00:00Z,1985-02-17T00:00:00Z,11.87945205,4.016438356,control
2001-01-01T00:00:00Z,2001,f,2001-01-07T00:00:00Z,1990-02-09T00:00:00Z,10.90136986,0.016438356,control
1993-01-29T00:00:00Z,1993,m,2001-02-09T00:00:00Z,1981-02-04T00:00:00Z,11.99178082,8.035616438,control
1998-01-16T00:00:00Z,1998,m,2001-02-01T00:00:00Z,1990-02-01T00:00:00Z,7.961643836,3.046575342,control
1990-01-05T00:00:00Z,1990,f,2001-01-22T00:00:00Z,1984-05-17T00:00:00Z,5.64109589,11.05479452,control
1988-01-30T00:00:00Z,1988,f,2001-02-16T00:00:00Z,1981-02-16T00:00:00Z,6.956164384,13.05753425,control
2001-01-01T00:00:00Z,2001,f,2001-01-23T00:00:00Z,1990-02-09T00:00:00Z,10.90136986,0.060273973,control
2001-02-12T00:00:00Z,2001,u,2001-03-13T00:00:00Z,1996-02-18T00:00:00Z,4.989041096,0.079452055,control
2001-01-05T00:00:00Z,2001,f,2001-02-21T00:00:00Z,1996-12-11T00:00:00Z,4.071232877,0.128767123,control
2000-12-21T00:00:00Z,2001,f,2001-02-07T00:00:00Z,1987-02-19T00:00:00Z,13.84657534,0.131506849,control
2001-03-20T00:00:00Z,2001,m,2001-05-09T00:00:00Z,1990-01-28T00:00:00Z,11.14794521,0.136986301,control
2000-01-12T00:00:00Z,2000,f,2001-03-26T00:00:00Z,1988-01-30T00:00:00Z,11.95890411,1.202739726,control
1989-02-23T00:00:00Z,1989,m,2001-05-25T00:00:00Z,1981-02-22T00:00:00Z,8.008219178,12.25753425,control
1999-02-27T00:00:00Z,1999,m,2001-07-01T00:00:00Z,1985-03-22T00:00:00Z,13.94520548,2.342465753,control
2000-12-26T00:00:00Z,2001,m,2001-05-29T00:00:00Z,1997-01-20T00:00:00Z,3.934246575,0.421917808,control
1988-02-06T00:00:00Z,1988,m,2001-07-17T00:00:00Z,1984-02-12T00:00:00Z,3.98630137,13.45205479,control
2001-01-17T00:00:00Z,2001,f,2001-07-11T00:00:00Z,1989-01-19T00:00:00Z,12.00273973,0.479452055,control
1998-12-29T00:00:00Z,1999,m,2001-07-01T00:00:00Z,1995-04-08T00:00:00Z,3.728767123,2.506849315,control
1995-12-04T00:00:00Z,1996,m,2001-06-07T00:00:00Z,1989-01-09T00:00:00Z,6.904109589,5.512328767,control
2001-01-02T00:00:00Z,2001,m,2001-07-10T00:00:00Z,1991-02-13T00:00:00Z,9.893150685,0.517808219,control
1998-12-17T00:00:00Z,1999,m,2001-07-01T00:00:00Z,1988-01-16T00:00:00Z,10.9260274,2.539726027,control
1999-12-08T00:00:00Z,2000,f,2001-06-27T00:00:00Z,1992-04-02T00:00:00Z,7.687671233,1.553424658,control
1994-01-31T00:00:00Z,1994,m,2001-08-31T00:00:00Z,1985-05-08T00:00:00Z,8.739726027,7.58630137,control
2000-12-01T00:00:00Z,2001,m,2001-07-11T00:00:00Z,1992-01-15T00:00:00Z,8.884931507,0.608219178,control
2000-11-18T00:00:00Z,2001,m,2001-07-11T00:00:00Z,1985-04-01T00:00:00Z,15.64383562,0.643835616,control
1999-01-09T00:00:00Z,1999,f,2001-09-01T00:00:00Z,1988-01-30T00:00:00Z,10.95068493,2.646575342,control
2000-03-05T00:00:00Z,2000,f,2002-01-01T00:00:00Z,1990-02-21T00:00:00Z,10.04109589,1.82739726,control
1997-01-20T00:00:00Z,1997,f,2001-12-03T00:00:00Z,1990-02-25T00:00:00Z,6.906849315,4.871232877,control
2000-12-24T00:00:00Z,2001,m,2001-11-08T00:00:00Z,1988-01-27T00:00:00Z,12.91780822,0.873972603,control
2000-02-14T00:00:00Z,2000,f,2001-12-31T00:00:00Z,1980-02-09T00:00:00Z,20.02739726,1.879452055,control
2000-02-06T00:00:00Z,2000,f,2001-12-31T00:00:00Z,1990-11-23T00:00:00Z,9.210958904,1.901369863,control
2001-02-04T00:00:00Z,2001,m,2001-12-31T00:00:00Z,1992-04-02T00:00:00Z,8.849315068,0.904109589,control
2001-02-04T00:00:00Z,2001,m,2001-12-31T00:00:00Z,1990-12-07T00:00:00Z,10.16986301,0.904109589,control
2000-01-29T00:00:00Z,2000,m,2001-12-31T00:00:00Z,1981-02-16T00:00:00Z,18.96164384,1.923287671,control
2001-01-25T00:00:00Z,2001,m,2001-12-31T00:00:00Z,1982-01-25T00:00:00Z,19.01369863,0.931506849,control
2001-01-17T00:00:00Z,2001,m,2001-12-31T00:00:00Z,1985-02-05T00:00:00Z,15.95890411,0.953424658,control
2000-12-11T00:00:00Z,2001,f,2001-12-03T00:00:00Z,1993-01-29T00:00:00Z,7.871232877,0.978082192,control
2000-01-07T00:00:00Z,2000,m,2001-12-31T00:00:00Z,1988-01-30T00:00:00Z,11.94520548,1.983561644,control
2000-01-06T00:00:00Z,2000,m,2001-12-31T00:00:00Z,1995-01-30T00:00:00Z,4.936986301,1.98630137,control
2000-01-06T00:00:00Z,2000,m,2001-12-31T00:00:00Z,1990-01-28T00:00:00Z,9.945205479,1.98630137,control
2000-01-06T00:00:00Z,2000,f,2001-12-31T00:00:00Z,1992-02-21T00:00:00Z,7.879452055,1.98630137,control
2001-01-01T00:00:00Z,2001,m,2001-12-31T00:00:00Z,1991-01-26T00:00:00Z,9.939726027,0.997260274,control
2001-09-18T00:00:00Z,2002,m,2001-09-18T00:00:00Z,1996-01-18T00:00:00Z,5.671232877,0,control
2001-10-08T00:00:00Z,2002,u,2001-10-08T00:00:00Z,1994-12-28T00:00:00Z,6.783561644,0,control
2001-12-06T00:00:00Z,2002,u,2001-12-08T00:00:00Z,1985-02-05T00:00:00Z,16.84383562,0.005479452,control
2002-03-14T00:00:00Z,2002,m,2002-03-16T00:00:00Z,1986-02-21T00:00:00Z,16.06849315,0.005479452,control
2002-05-28T00:00:00Z,2002,u,2002-05-31T00:00:00Z,1996-02-09T00:00:00Z,6.301369863,0.008219178,control
2000-12-27T00:00:00Z,2001,m,2001-12-31T00:00:00Z,1993-01-04T00:00:00Z,7.983561644,1.010958904,control
2001-01-28T00:00:00Z,2001,m,2002-02-01T00:00:00Z,1987-01-14T00:00:00Z,14.04931507,1.010958904,control
1999-12-26T00:00:00Z,2000,m,2001-12-31T00:00:00Z,1996-01-06T00:00:00Z,3.97260274,2.016438356,control
1999-12-26T00:00:00Z,2000,f,2001-12-31T00:00:00Z,1988-01-27T00:00:00Z,11.92054795,2.016438356,control
2000-12-25T00:00:00Z,2001,f,2001-12-31T00:00:00Z,1989-02-24T00:00:00Z,11.84109589,1.016438356,control
2001-12-25T00:00:00Z,2002,u,2001-12-31T00:00:00Z,1988-02-12T00:00:00Z,13.87671233,0.016438356,control
2001-02-13T00:00:00Z,2001,m,2002-02-20T00:00:00Z,1989-01-09T00:00:00Z,12.10410959,1.019178082,control
2001-12-27T00:00:00Z,2002,u,2002-01-03T00:00:00Z,1992-12-16T00:00:00Z,9.035616438,0.019178082,control
2001-11-12T00:00:00Z,2002,f,2001-11-21T00:00:00Z,1997-01-02T00:00:00Z,4.863013699,0.024657534,control
1999-12-03T00:00:00Z,2000,m,2001-12-13T00:00:00Z,1987-01-18T00:00:00Z,12.88219178,2.030136986,control
2000-12-20T00:00:00Z,2001,f,2001-12-31T00:00:00Z,1992-12-14T00:00:00Z,8.021917808,1.030136986,control
2002-01-12T00:00:00Z,2002,u,2002-01-23T00:00:00Z,1998-04-02T00:00:00Z,3.783561644,0.030136986,control
1999-12-20T00:00:00Z,2000,m,2001-12-31T00:00:00Z,1989-01-18T00:00:00Z,10.9260274,2.032876712,control
2000-12-18T00:00:00Z,2001,f,2001-12-31T00:00:00Z,1993-01-08T00:00:00Z,7.947945205,1.035616438,control
2000-12-17T00:00:00Z,2001,f,2001-12-31T00:00:00Z,1982-02-21T00:00:00Z,18.83287671,1.038356164,control
2001-11-02T00:00:00Z,2002,m,2001-11-16T00:00:00Z,1982-03-26T00:00:00Z,19.61917808,0.038356164,control
1999-12-17T00:00:00Z,2000,m,2001-12-31T00:00:00Z,1990-12-07T00:00:00Z,9.032876712,2.04109589,control
1999-12-16T00:00:00Z,2000,m,2001-12-31T00:00:00Z,1994-12-27T00:00:00Z,4.97260274,2.043835616,control
2000-12-15T00:00:00Z,2001,m,2001-12-31T00:00:00Z,1991-02-08T00:00:00Z,9.857534247,1.043835616,control
2001-11-17T00:00:00Z,2002,u,2001-12-04T00:00:00Z,1993-02-12T00:00:00Z,8.767123288,0.046575342,control
1999-12-14T00:00:00Z,2000,f,2001-12-31T00:00:00Z,1994-01-31T00:00:00Z,5.871232877,2.049315068,control
2000-12-13T00:00:00Z,2001,f,2001-12-31T00:00:00Z,1989-01-18T00:00:00Z,11.90958904,1.049315068,control
2002-03-01T00:00:00Z,2002,f,2002-03-19T00:00:00Z,1991-01-27T00:00:00Z,11.09863014,0.049315068,control
2000-12-12T00:00:00Z,2001,m,2001-12-31T00:00:00Z,1990-01-05T00:00:00Z,10.94246575,1.052054795,control
2001-11-26T00:00:00Z,2002,u,2001-12-18T00:00:00Z,1997-01-17T00:00:00Z,4.860273973,0.060273973,control
2000-12-05T00:00:00Z,2001,f,2001-12-31T00:00:00Z,1987-01-16T00:00:00Z,13.89589041,1.071232877,control
1999-12-04T00:00:00Z,2000,f,2001-12-31T00:00:00Z,1989-02-24T00:00:00Z,10.78082192,2.076712329,control
2000-12-02T00:00:00Z,2001,m,2001-12-31T00:00:00Z,1983-03-06T00:00:00Z,17.75616438,1.079452055,control
2001-11-18T00:00:00Z,2002,f,2001-12-18T00:00:00Z,1993-12-31T00:00:00Z,7.887671233,0.082191781,control
1999-11-29T00:00:00Z,2000,f,2001-12-31T00:00:00Z,1988-02-29T00:00:00Z,11.75616438,2.090410959,control
2001-12-26T00:00:00Z,2002,u,2002-01-29T00:00:00Z,1989-02-27T00:00:00Z,12.83561644,0.093150685,control
1999-11-27T00:00:00Z,2000,m,2001-12-31T00:00:00Z,1994-02-11T00:00:00Z,5.794520548,2.095890411,control
2000-11-26T00:00:00Z,2001,f,2001-12-31T00:00:00Z,1993-01-02T00:00:00Z,7.904109589,1.095890411,control
